fid,idcar_1km,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc,codearondo
"6427",CRS3035RES1000mN2293000E3922000,"0","1310313044",113,46.9,4.9,17.5,2.9,29.1,3.8,2914846.3,4645.9,8.2,38.7,27,6.8,4,7.2,1.9,0,6.8,0.9,7.1,9.3,2.7,26,20,12,20,8.2,0,"113"
"6428",CRS3035RES1000mN2293000E3923000,"0","13103",2009,858.1,92,278.1,48,590,88,51110971.8,72063,271,587.1,87,135,57.9,563.1,15.1,49.9,90.5,49.4,114.4,178.6,165,405.1,446.1,287,191,81.9,0,"113"
"6429",CRS3035RES1000mN2293000E3924000,"0","13103",3677.5,1860.9,442,904.9,93.1,483.9,279.9,71752494.5,116057,1619,241.9,177,559.9,216,890,18,782,174,91,218,320.9,253.5,718,736.2,410.9,523.1,224.9,7,"113"
"6430",CRS3035RES1000mN2293000E3925000,"0","13103",2579,1180,110,413,51.1,753,126,69708994.6,103547,560,620,90,390,226,466,8,71,125,46.5,138.1,202,169.1,468.4,457.9,351,481,140,0,"113"
"6431",CRS3035RES1000mN2293000E3926000,"0","13103",658.5,259,18,63,20,192,25.9,18118095.9,25286.9,58.2,200.8,22,9.9,53.1,162,12,0,20.9,16,43.3,68.7,50.6,111.8,163,104.1,67.1,13,0,"113"
"6432",CRS3035RES1000mN2293000E3927000,"0","1306913103",337,131.9,8.1,22.2,9,114.1,9,10718015.4,15969.1,0.8,131.1,7.7,16.2,40.8,65.2,2,0,7.5,6.7,13,22.9,38,45.9,78.1,59,41.7,24.2,0,"113"
"6433",CRS3035RES1000mN2293000E3928000,"0","13069",2685.5,1177,96,344,47,799,162,71455465.3,103657,352,825,53,151,398,510,65,103,108,67,174.5,220.5,174.5,470,525,359,379,206,2,"113"
"6434",CRS3035RES1000mN2293000E3929000,"0","13069",2371,946,52.9,226,64,733,82.9,67932639.9,90736,143,803,77,152.9,303.1,393,20,8,111.4,57.9,153.5,201.5,186.5,368.1,531.1,298,307,155,1,"113"
"6435",CRS3035RES1000mN2293000E3930000,"0","1306913009",577,212,14.9,30.1,16.1,161.9,19.1,17883204.7,22456.1,22.1,189.9,5,14,36,139.9,17.1,13,42,18.5,35.1,50.8,33.5,147.2,110.9,55.1,64.9,19,0,"113"
"6436",CRS3035RES1000mN2293000E3931000,"0","130691300913050",57,20.9,3.1,1.1,2,12,3.1,1700210.8,2838,5.8,15.1,6,1.7,2.1,11.1,0,0,0,0,2,8.9,4.9,11.1,13,11.1,6,0,0,"113"
"6437",CRS3035RES1000mN2293000E3932000,"1","1300913050",2,1,0.2,0.4,0,0.4,0.2,49130,103.5,0.3,0.7,0.6,0.1,0.1,0.2,0,0,0,0,0.1,0.3,0.2,0.2,0.7,0.2,0.2,0.1,0,"113"
"6438",CRS3035RES1000mN2293000E3936000,"0","13050",46.5,16.9,0.9,3.9,2.1,15,3,1071559.2,1984,0,16.9,7.1,2.9,2.1,4.8,0,0,2.8,0,2.1,10.4,0,3,11.9,7.1,7.1,2.1,0,"113"
"6439",CRS3035RES1000mN2293000E3937000,"0","13050",380,143.1,9.8,20,8,118,9,11622860.5,17023,6.9,136.2,2,9.1,88.3,39.9,3.8,0,7.6,2.9,19.6,26.8,32.1,40,76.2,72,91,11.8,0,"113"
"6440",CRS3035RES1000mN2293000E3938000,"0","13050",819,327,17.2,59.1,22,271.1,34.1,25294321.1,36523.9,24,303,4,3.8,235,82.1,2.1,3,15.1,9,44,81.9,69.2,76.9,174,121.9,173,54,0,"113"
"6441",CRS3035RES1000mN2293000E3939000,"0","1305013091",254,96.1,5,16.9,5.8,83.1,4,7893780.5,11936.1,0.8,95.3,2.6,4,33.2,54.2,2.1,0,12.1,7,17.7,19.4,15,36.9,57.9,28,50.9,8.1,1,"113"
"6442",CRS3035RES1000mN2293000E3940000,"1","1305013091",55,21,2.1,3.7,2.1,15.9,2.1,1496268.4,2107.4,1.6,19.4,2.3,0.6,7.2,10.3,0.6,0,2.3,0.6,4.7,7.5,3.7,7.2,11.5,11,5.1,1.4,0,"113"
"6443",CRS3035RES1000mN2293000E3941000,"1","1305013091",7,2.7,0.3,0.5,0.3,2,0.3,190434.2,268.2,0.2,2.5,0.3,0.1,0.9,1.3,0.1,0,0.3,0.1,0.6,1,0.4,0.9,1.5,1.4,0.6,0.2,0,"113"
"6444",CRS3035RES1000mN2293000E3942000,"1","1308213050",9,3.1,0.4,0.8,0.4,2.2,0,285112.2,377.1,1,2.1,0.7,0.4,0.4,1.6,0,0,0.8,0.1,0.8,0.9,0.1,2.3,1.3,0.8,1.8,0.1,0,"113"
"6445",CRS3035RES1000mN2293000E3943000,"1","13082",16,5.5,0.7,1.2,0.7,3.9,0,506866.1,670.4,1.9,3.6,1.2,0.7,0.7,2.9,0,0,1.2,0.4,1.2,1.6,0.4,4.1,2.3,1.2,3.2,0.4,0,"113"
"6446",CRS3035RES1000mN2293000E3944000,"0","13082",91.5,31.8,3.1,5,3.1,27.3,3.1,2666008,3991.1,0.8,31,1.8,0,18,12,0,0,3.9,1,1.9,8.4,7.2,10.9,20.9,14.9,17.1,5.3,0,"113"
"6447",CRS3035RES1000mN2293000E3945000,"1","13082",45.5,19.5,1.3,4.5,0.6,11.7,0.6,1376590.8,2625.4,2,17.5,2,0,7.8,9.1,0.6,0,0.4,1.3,0.6,2.3,2,7.7,12.3,5.9,8.5,4.5,0,"113"
"6448",CRS3035RES1000mN2293000E3946000,"0","13082",41,18,2.9,2.9,0,10.9,1.8,1321844.7,2026,1.9,16.1,4,0,6.7,7.3,0,0,1.2,0,3.2,0,1.8,8.8,2,8.8,8.2,7,0,"113"
"6449",CRS3035RES1000mN2293000E3947000,"0","13082",35,14,4.9,3.9,1,7,0,836661.7,1978.9,1,13,6,1,1,6,0,0,0,1,2.8,2.8,1,3.2,10.1,7,3.2,3.9,0,"113"
"6450",CRS3035RES1000mN2293000E3948000,"1","1308213080",6,2.4,0.3,0.3,0.2,1.5,0.1,146728.3,263.3,0.5,1.9,0.7,0.2,0.8,0.7,0,0,0,0.3,0.2,0.3,0.9,0.6,1.2,1.3,0.9,0.3,0,"113"
"6451",CRS3035RES1000mN2293000E3949000,"1","1308013082",26,10.2,1.1,1.6,0.8,6.5,0.3,635822.8,1140.8,2,8.2,3.2,0.9,3.4,2.7,0,0,0.4,1.1,0.8,1.2,3.6,2.5,5.3,5.8,4.1,1.2,0,"113"
"6452",CRS3035RES1000mN2293000E3950000,"0","13080",73,30.8,4.1,8.8,3,19.9,0.9,2156055.2,4475,1,29.8,12.9,3,0.9,14,0,0,2.1,0.7,0.9,7.5,8.4,12.1,17,4.9,16.2,3.2,0,"113"
"6453",CRS3035RES1000mN2293000E3951000,"0","13080",161,57,5.1,8.9,6.1,49.9,4.8,4901002.7,7331.1,6.7,50.3,11.1,2.9,10,32,1,0,4.7,5.1,12.4,16.4,15.3,21,31.9,33.1,19,2.1,0,"113"
"6454",CRS3035RES1000mN2293000E3952000,"0","13080",48,14.9,1.2,1.2,1.2,14.1,1.2,1679244.2,1888,0,14.9,0,1.9,6,7,0,0,1.9,0,1.1,5,7,9,11,9.1,3.9,0,0,"113"
"6455",CRS3035RES1000mN2293000E3953000,"0","13080",107.5,47.1,4.1,10.9,0.9,36,4.9,3358330.3,5832.2,4.1,43,4.1,0,28,15,0,0,1,1.9,6.5,4.1,10.9,13,18,21.2,22.8,8.1,0,"113"
"6456",CRS3035RES1000mN2293000E3954000,"0","13080",42,14.9,2.9,4.1,2,9,0,1325945.8,1606,2.9,12,2,1,5,6.9,0,0,1,0,2.1,8.9,0,7,8.9,6.1,7,1,0,"113"
"6457",CRS3035RES1000mN2293000E3955000,"1","1308013059",23,11.6,2.2,3.7,0.5,6.3,1,577951.6,1182.9,3.7,7.9,5.9,1,2.2,1.5,1,0,0.5,0,1,0.8,2.2,4.2,3.2,5.2,5.4,0.5,0,"113"
"6458",CRS3035RES1000mN2293000E3956000,"1","1305913080",8,3.8,0.6,1.5,0.3,1.5,0.3,211771.1,373.3,1.4,2.4,0.6,0.6,1.5,1.1,0,0,0,0.3,0.6,0.3,0.8,1.8,2.1,1.2,0.6,0.3,0,"113"
"6459",CRS3035RES1000mN2293000E3957000,"1","13059",9,4.4,0.6,1.8,0.3,1.8,0.3,238242.6,420,1.7,2.7,0.6,0.8,1.8,1.2,0,0,0,0.3,0.6,0.3,0.9,1.9,2.4,1.5,0.8,0.3,0,"113"
"6460",CRS3035RES1000mN2293000E3958000,"1","13059",13,5.4,0.5,1.6,0.2,4.1,0.5,345608.5,575.7,0.4,5,0.5,1.1,1.5,2.3,0,0,0.4,0.3,1.3,0.9,0.3,2.6,1.5,2.8,2.3,0.6,0,"113"
"6461",CRS3035RES1000mN2293000E3960000,"0","13059",30,12.9,0.9,2.1,0,11.1,0.9,855012,1377.9,0,12.9,1.1,3.9,3.9,4,0,0,0.9,2.1,0.9,2.1,0.9,0.9,5.1,6,9,2.1,0,"113"
"6462",CRS3035RES1000mN2293000E3961000,"1","1307413059",15.5,5,0.7,1.4,1.4,2.5,0.4,319531.5,496.7,1.1,3.9,1.4,1.1,0.3,1.8,0.4,0,1.1,0.7,0.9,3.5,1.1,1.8,3.6,0.7,1.8,0.3,0,"113"
"6463",CRS3035RES1000mN2293000E3962000,"1","13074",1,0.5,0.2,0.2,0,0.2,0.1,17290.4,41.9,0.2,0.3,0.1,0.2,0,0.2,0,0,0,0.1,0.1,0.1,0,0.2,0.2,0.1,0.1,0.1,0,"113"
"6464",CRS3035RES1000mN2293000E3963000,"1","13074",53,25.6,9.7,10.6,0.7,13.2,4.4,916390.9,2219,8.7,16.9,6.3,8.7,0.7,8.7,1.2,0,0.7,1.7,4.2,5.8,1.3,11.3,11.7,4.6,7.1,4.6,0,"113"
"6465",CRS3035RES1000mN2293000E3964000,"1","1307484089",9,3.6,0.3,0.3,0.1,3.3,0.5,263561.5,388.8,0.3,3.3,0.2,0.1,1.9,1.4,0,0,0.1,0.1,0.4,0.9,0.6,0.8,2.1,2.7,1.2,0.1,0,"113"
"6466",CRS3035RES1000mN2293000E3964000,"1","1307484089",9,3.6,0.3,0.3,0.1,3.3,0.5,263561.5,388.8,0.3,3.3,0.2,0.1,1.9,1.4,0,0,0.1,0.1,0.4,0.9,0.6,0.8,2.1,2.7,1.2,0.1,0,"184"
"6467",CRS3035RES1000mN2293000E3965000,"1","130748408913048",3,1.2,0.1,0.1,0.1,1.1,0.2,87853.9,129.6,0.1,1.1,0.1,0,0.6,0.5,0,0,0,0,0.1,0.3,0.2,0.3,0.7,0.9,0.4,0.1,0,"113"
"6468",CRS3035RES1000mN2293000E3965000,"1","130748408913048",3,1.2,0.1,0.1,0.1,1.1,0.2,87853.9,129.6,0.1,1.1,0.1,0,0.6,0.5,0,0,0,0,0.1,0.3,0.2,0.3,0.7,0.9,0.4,0.1,0,"184"
"6469",CRS3035RES1000mN2293000E3966000,"1","130481307484089",15.5,5.8,0.6,1.2,1.2,3.1,0.6,424233,662,1.2,4.6,0.6,2.5,1.5,1.2,0,0,0.5,0.2,0,1.1,2.8,1.8,4.3,2.4,1.5,0.9,0,"113"
"6470",CRS3035RES1000mN2293000E3966000,"1","130481307484089",15.5,5.8,0.6,1.2,1.2,3.1,0.6,424233,662,1.2,4.6,0.6,2.5,1.5,1.2,0,0,0.5,0.2,0,1.1,2.8,1.8,4.3,2.4,1.5,0.9,0,"184"
"6471",CRS3035RES1000mN2293000E3967000,"1","13048",2,0.7,0.1,0.2,0.2,0.4,0.1,54739.7,85.4,0.1,0.6,0.1,0.3,0.2,0.1,0,0,0.1,0,0,0.1,0.4,0.2,0.6,0.3,0.2,0.1,0,"113"
"6472",CRS3035RES1000mN2293000E3968000,"1","13048",8,2.9,0.3,0.4,0.5,2.4,0,208444,288.7,0.2,2.7,0.4,0.4,1.3,0.8,0,0,0.5,0.3,0.3,0.6,0.7,1.5,1.6,1.6,0.9,0,0,"113"
"6473",CRS3035RES1000mN2293000E3969000,"1","13048",67,24.4,1.9,3.5,4.3,20.1,0,1745718.5,2417.2,1.7,22.7,3.2,3.6,11.4,6.2,0,0,5,2.3,2.3,5,5.2,12.3,13.2,13.9,7.8,0,0,"113"
"6474",CRS3035RES1000mN2293000E3970000,"1","13048",15,7.7,1.7,3.5,0,6,0,380858.3,678.5,0,7.7,0.5,3.2,3,1,0,0,0,0.2,0.5,0,1.3,2.3,3,3,3.2,1.5,0,"113"
"6475",CRS3035RES1000mN2293000E3971000,"1","13048",13,6.5,1.3,3.1,0,5.2,0,330077.3,588.1,0,6.5,0.5,2.9,2.6,0.5,0,0,0,0.3,0.5,0,1,1.8,2.6,2.6,2.9,1.3,0,"113"
"6476",CRS3035RES1000mN2293000E3972000,"1","13048",4,1.6,0.4,0.2,0.2,1.2,0,83900.4,201,0.2,1.4,0.2,0.6,0.2,0.6,0,0,0,0,0.2,0.6,0.2,0.2,0.8,1,0.4,0.6,0,"113"
"6477",CRS3035RES1000mN2293000E3973000,"1","13048",8,3.1,0.8,0.5,0.5,2.3,0,167800.8,401.9,0.5,2.6,0.5,1.2,0.3,1.1,0,0,0,0,0.3,1.3,0.5,0.5,1.5,2,0.8,1.1,0,"113"
"6478",CRS3035RES1000mN2293000E3983000,"1","83066",3,1.2,0.2,0.4,0.1,0.9,0,76060.9,104.5,0.2,1,0.5,0.1,0.5,0.1,0,0,0.2,0,0.2,0.2,0.2,0.3,0.4,0.9,0.6,0,0,"383"
"6479",CRS3035RES1000mN2293000E3984000,"1","83066",4,1.6,0.2,0.4,0,1.4,0.2,89504,155.6,0.4,1.2,0,0.4,0,1,0.2,0,0.6,0.2,0.2,0.2,0,0.8,0.8,0.4,0.6,0.2,0,"383"
"6480",CRS3035RES1000mN2293000E3985000,"0","83066",791,363,54.8,133,18.8,248,35,17505471.4,32219,71.9,291.1,113.8,52.1,91,104.1,2,0,19,16,38.3,87.4,57.1,113.1,175.8,95.1,122.1,67.1,0,"383"
"6481",CRS3035RES1000mN2293000E3986000,"0","83066",126,46.8,3.8,7.1,2.8,44,2.8,3297985.9,5129.8,0,46.8,0,0,18.9,27.9,0,0,7.8,1,7.9,15.9,10.9,22,28.8,13.9,16,1.8,0,"383"
"6482",CRS3035RES1000mN2293000E3989000,"1","83113",3,1.6,0.4,0.7,0,1.1,0.1,55631.8,134.6,0.4,1.2,0.6,0.4,0.3,0.3,0,0,0.3,0,0.1,0.3,0,0.4,0.6,0.6,0.4,0.3,0,"383"
"6483",CRS3035RES1000mN2293000E3995000,"1","83146",5,1.9,0.2,0.2,0.1,1.7,0.2,111078.3,190.5,0.4,1.5,0.6,0,0.8,0.5,0,0,0.4,0,0.4,0.2,0.2,0.8,1.2,0.6,1.1,0.1,0,"383"
"6484",CRS3035RES1000mN2293000E4004000,"1","83102",8,3.8,1.6,1,0,3.2,0.6,129720.5,399,0.3,3.5,1.6,0,0.6,1.6,0,0,0.3,0.3,0.3,0,0.6,0.6,1.6,1,2.6,0.7,0,"383"
"6485",CRS3035RES1000mN2293000E4005000,"1","8310283005",9,4.3,1.8,1.1,0,3.6,0.7,145935.5,448.9,0.3,4,1.8,0,0.7,1.8,0,0,0.3,0.4,0.4,0,0.7,0.7,1.8,1.1,2.9,0.7,0,"383"
"6486",CRS3035RES1000mN2293000E4015000,"1","8301583147",2,1,0.2,0.4,0.2,0.8,0,45715,137.4,0,1,0.4,0,0,0.6,0,0,0,0,0.2,0,0.2,0.2,0.4,0.4,0.6,0,0,"383"
"6487",CRS3035RES1000mN2293000E4016000,"1","8301583147",7,3.6,1,1.6,0.3,2.3,0,173703,508,0.7,2.9,2.6,0.3,0.3,0.4,0,0,0,0,0,0,0.9,0.4,0.7,0.9,3,1.1,0,"383"
"6488",CRS3035RES1000mN2293000E4054000,"1","83080",1,0.5,0.2,0.2,0,0.5,0,20646.3,56.5,0,0.5,0.2,0.1,0.1,0.1,0,0,0,0,0.1,0,0.1,0.1,0.1,0.2,0.3,0.1,0,"183"
"6489",CRS3035RES1000mN2293000E4055000,"1","83080",5,2.5,0.9,1.1,0.1,2.3,0,103231.5,282.4,0.2,2.3,0.8,0.6,0.5,0.5,0.1,0,0.2,0.1,0.2,0.2,0.3,0.4,0.7,1,1.4,0.5,0,"183"
"6490",CRS3035RES1000mN2293000E4056000,"0","83080",41.5,22.1,4.9,5.9,0,16.9,4.1,1096637.5,2480.1,0,22.1,3.2,4.2,8.9,5.8,0,0,0.7,0,1.1,1.5,0,2.1,11,8.9,10,6.2,0,"183"
"6491",CRS3035RES1000mN2293000E4057000,"1","83080",5,2.2,0.5,1,0.2,1,0.2,107197.5,182,0,2.2,0.7,0.2,0.5,0.8,0,0,0.3,0,0.3,0.7,0.2,0.5,1,0.5,1.5,0,0,"183"
"6492",CRS3035RES1000mN2293000E4063000,"1","06130",6,2.7,0.7,1.2,0.2,1.3,0.2,128637.1,218.4,0,2.7,0.9,0.2,0.6,1,0,0,0.3,0,0.3,0.8,0.2,0.6,1.3,0.6,1.9,0,0,"106"
"6493",CRS3035RES1000mN2293000E4064000,"1","06130",5.5,2,0.3,0.3,0.2,1.5,0.2,148168.7,224.4,0.1,1.9,0.2,0.2,0.7,0.9,0,0,0,0.2,0.2,0.7,0.6,0.6,1.2,0.9,0.9,0.2,0,"106"
"6494",CRS3035RES1000mN2293000E4065000,"1","06130",239.5,85.8,9.8,15.6,8.9,72.8,4.5,6334685.2,9817.9,2.4,83.4,6.3,8.5,30.8,40.2,0,0,5.7,7.5,13.2,29.3,22.6,31.6,54.1,35.1,33.4,7,0,"106"
"6495",CRS3035RES1000mN2293000E4066000,"0","06130",701,312,53.1,104.8,12.1,168.9,54,16601696.5,25152.9,157.9,154.1,88,57,35.9,131.1,0,5,33.3,20.6,57.5,72.3,46,147.1,150.1,74.1,78,22,0,"106"
"6496",CRS3035RES1000mN2293000E4069000,"1","06130",5,2,0.1,0.6,0.2,1.5,0,152411.4,201.9,0.5,1.5,0.1,0,0.4,1.5,0,0,0.1,0.2,0,0.7,0.3,1,0.9,0.6,0.9,0.3,0,"106"
"6497",CRS3035RES1000mN2293000E4071000,"1","0601006130",16,9.1,3.7,4.8,0.5,5.1,1.3,285056.5,714.1,0,9.1,4.3,0.3,2.1,2.4,0,0,0.3,0,0,1.3,1.1,2.1,3.2,2.1,5.6,0.3,0,"106"
"6498",CRS3035RES1000mN2293000E4077000,"0","0601006068",218,85,4,18,5.9,70.9,5.9,6834083.8,9150.1,22.1,62.9,7,15.1,40.8,21.1,1,0,3,2,12.2,19.1,21,15.9,55.9,31,42.9,14,1,"106"
"6499",CRS3035RES1000mN2293000E4078000,"0","0614806010",388.5,139.1,16.9,22.1,14.1,104,15,11158465.7,15234.9,35,104.1,16.7,19.4,45,58,0,0,13.7,9,28.4,48,32.1,46.2,99.9,53.3,47.1,10.8,0,"106"
"6500",CRS3035RES1000mN2293000E4079000,"0","06148",198.5,80,6.1,13,3,66.2,6.8,6074620.8,9434,6.8,73.2,6.8,19.9,34.2,19.1,0,0,8.1,2.9,9.1,14.6,8,22.8,42,32.1,44.9,14,0,"106"
"6501",CRS3035RES1000mN2293000E4080000,"0","06148",209.5,81.2,9.1,17.2,7.2,63.7,5.1,6037920,10396.8,11.2,70,4.1,10.7,27.2,39.2,0,0,9.8,3.4,10,23.1,8.2,26.8,46.9,35.2,34.9,11.2,0,"106"
"6502",CRS3035RES1000mN2293000E4081000,"0","06148",53,21.2,2,1,1,16.9,0,1687216.3,2767,3.1,18.1,1.1,0,9.9,10.2,0,0,2.9,1.9,2.9,2.1,0,9,4,13,13.1,4.1,0,"106"
"6503",CRS3035RES1000mN2293000E4082000,"0","06148",225.5,88,6,20.7,8,76.1,1.9,7297003.4,12675.2,6,82,2.8,7.1,42,35.1,1,0,3.1,4.1,10,20.6,16.8,20.2,42,35.9,56.8,16,0,"106"
"6504",CRS3035RES1000mN2293000E4083000,"0","06148",410,157.2,13,32.1,13.1,129.9,4.8,12837834.5,20383.1,22.1,135.1,0.8,19,72.1,64,1.3,0,6.9,7,17.6,35.9,35.8,36.8,96,80.1,70.9,23,0,"106"
"6505",CRS3035RES1000mN2293000E4084000,"0","06148",310,117.2,10.1,21.7,14.2,96.9,5.8,10680947.2,16101.2,14,103.2,1.8,9.1,57.2,49.1,0,0,2.7,2.9,14.7,37.3,30.3,15.9,79.8,43.9,54.2,28.3,0,"106"
"6506",CRS3035RES1000mN2293000E4085000,"1","061570614806044",29,13.3,2.7,3.1,0,8.2,1.3,922296.4,1895.6,3.9,9.4,0,0.7,5.1,7.5,0,0,0.6,0,0,1.6,3.8,2.7,8.2,5.8,5,1.3,0,"106"
"6507",CRS3035RES1000mN2293000E4086000,"0","0615706128",32.5,14.8,0,6,0,9.8,1.1,1082401.2,1844.2,1.8,13,0.6,3.2,8.1,1.8,1.1,0,1,0,2.3,3.1,3.2,3.2,8.8,4.9,5,1,0,"106"
"6508",CRS3035RES1000mN2293000E4087000,"0","0612806157",197.5,81.1,10.1,23.9,7.1,62.1,7.1,6379626.1,11344.9,14.9,66.2,4.1,13.1,45,17.9,1,0,5,1,10,21.6,15.1,13.2,51,35.9,30.8,13.9,0,"106"
"6509",CRS3035RES1000mN2293000E4088000,"0","0615706128",414,168,14.9,38,11,124.1,13.9,12216017.9,19775.1,53,115,8,30,71,59,0,0,7,8,12,42.1,39.9,39.1,100.9,61,71.1,32.9,0,"106"
"6510",CRS3035RES1000mN2293000E4089000,"0","06157",847.5,315.9,31,51.9,32,249.1,29,25804215.2,37058.9,73.8,242.1,30,58.9,112.1,111.9,3,0,32,14.6,48,66.5,79.4,100,190,102.1,168.9,46,0,"106"
"6511",CRS3035RES1000mN2293000E4090000,"0","0606506157",232.5,90,9,16.8,4.1,73.9,12,6647736.8,9548.9,14.1,75.9,3.1,11.1,35.9,39.9,0,0,6.1,4.5,20.7,21.4,9.1,20.1,59,24.8,42.9,23.9,0,"106"
"6512",CRS3035RES1000mN2293000E4091000,"0","06065",522,187.9,17.1,25.1,13.2,153,13.1,15421239.9,20248,43.9,144,1.8,8,73.8,102.3,2,0,23.6,9.9,34.7,49.1,35.2,67.1,130.7,73.9,70.7,27.1,0,"106"
"6513",CRS3035RES1000mN2293000E4092000,"0","0612306065",801.5,299.1,29,51,19,223,25.8,22447950.9,31736.9,104.8,194.3,6,39,81,173.1,0,23,40.5,21.6,54.3,60.3,51,125.9,164.9,130.9,108.2,43.9,0,"106"
"6514",CRS3035RES1000mN2293000E4093000,"0","0612306088",104,47.1,6.8,12.7,0.9,29.1,3,2828112.1,3936,16.8,30.3,10,12.8,10.1,14.2,0,0,1.8,1.9,5.2,6.7,1.9,13.1,23.3,20,23.3,6.8,0,"106"
"6515",CRS3035RES1000mN2293000E4093000,"0","0612306088",104,47.1,6.8,12.7,0.9,29.1,3,2828112.1,3936,16.8,30.3,10,12.8,10.1,14.2,0,0,1.8,1.9,5.2,6.7,1.9,13.1,23.3,20,23.3,6.8,0,"206"
"6516",CRS3035RES1000mN2293000E4094000,"0","06088",1445,649,73.1,234.1,30.9,279.1,90,34544398,42597.9,502.1,146.9,104.9,19,28.2,494.9,2,94,73.4,37.5,106,120.2,98,344,310.1,160.9,133.9,60,1,"206"
"6517",CRS3035RES1000mN2293000E4095000,"0","06088",101.5,46,6,13,1,25,3,3134761.2,4416,20.9,25.1,8.1,4.9,6.1,26.9,0,0,3.5,1,7,3.1,8,22,23,10,17.1,6.8,0,"206"
"6518",CRS3035RES1000mN2293000E4096000,"0","06088",2135.5,889,105,249,63,522,130.1,54023815.9,66106.1,641.9,247.1,132.9,60,200,492.1,4,165,103.4,45.5,132.4,208.9,142,351.1,435.1,310.9,325.1,80.1,1,"206"
"6519",CRS3035RES1000mN2293000E4097000,"0","06088",2264.5,975.9,83,284,30,795.9,87,59196946.8,72225,806.1,169.8,92,63.7,315.1,505.1,0,0,119.5,55.6,124.4,154.9,148,449.1,460.1,283.9,349,120,0,"206"
"6520",CRS3035RES1000mN2293000E4098000,"0","06088",4424.5,2023.9,264.1,745,104.1,1133.9,257,111083125.6,138159,1674.9,349,470,179.1,706.9,667.9,0,315,173.5,101.5,257.5,381.5,307.5,766.1,922.9,600.1,692.9,217,4,"206"
"6521",CRS3035RES1000mN2293000E4099000,"0","06088",22276,11902,2042,5950,367,5751,1433,515704168.2,705867,11600,302,3937,4149,1868,1942,6,454,932,458.5,1036,1431,1509,4479,4210,2619,3527.5,2066,8,"206"
"6522",CRS3035RES1000mN2293000E4100000,"0","06088",8773.5,4458,550,1982,145,2767,432,261626835.7,336535,4189,269,1104,2370,572,411,1,34,334.5,166.5,415,552,634.4,1417,1742,1152,1541.1,816,3,"206"
"6523",CRS3035RES1000mN2293000E4101000,"0","06088",10928.5,4788,982,1762,400,1845,805,216864847.2,294103,4673,115,573,1335,1284,1594,2,1389,570,301.5,744,1020,848.5,2062.5,2123,1316,1367,568,8,"206"
"6524",CRS3035RES1000mN2293000E4102000,"0","06088",14148,6802,1309,2964,383,2646,994.9,283532118.1,401959,6630,172,817,2137.9,1842,1998.1,7,2175,675.5,378.5,894.5,1126,855.6,2505.9,2716,1789,2068,1127,12,"206"
"6525",CRS3035RES1000mN2293000E4103000,"0","0608806159",338,119,7.9,21,16.1,89.9,14.2,11371233.6,14786.1,18,101,28.8,37.1,30.1,23,0,0,10.8,8.3,18.5,24.1,33.2,42.1,72.7,42.1,60,26.2,0,"206"
"6526",CRS3035RES1000mN2293000E4104000,"0","0615906088",261,110.9,10.9,32,9.1,79.7,10.1,8249251.8,16443.8,16,94.9,21,41.7,21,27.2,0,0,5.9,5.1,7.5,17.7,19.4,27,50.1,50.9,52.3,25.1,0,"206"
"6527",CRS3035RES1000mN2293000E4105000,"0","0615906011",198.5,93.9,17.1,40.9,6,71.7,5.9,5179164.8,9496.1,39,54.9,35,21,25,12.9,0,0,3.8,2.1,10.5,16.5,8.4,17.1,40,29,49.1,22,0,"206"
"6528",CRS3035RES1000mN2293000E4106000,"0","061590605906011",160.5,72.1,14,22,3.1,47,12,4189076.7,6591,38,34.1,29.1,26,13,4,0,0,5,1,12.9,16.3,8.2,19,41.1,20,25.1,11.9,0,"206"
"6529",CRS3035RES1000mN2293000E4107000,"0","06059",138.5,70,14.9,33,1,35.1,8,3785521.6,5583,49,21,23,33,2,12,0,0,3,3.5,9.5,13.4,5,14.9,35.1,28.1,19,7,0,"206"
"6530",CRS3035RES1000mN2293000E4108000,"1","06059",14.5,7.7,1.8,3,0,4.7,1.2,498871.3,809.6,5.3,2.4,4.7,2.4,0.6,0,0,0,0.6,0,0.6,0.3,0,2.4,2.9,1.2,3.5,3,0,"206"
"6531",CRS3035RES1000mN2293000E4109000,"1","06059",1,0.5,0.1,0.2,0,0.3,0.1,34404.9,55.8,0.4,0.1,0.3,0.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.2,0,"206"
"6532",CRS3035RES1000mN2293000E4109000,"1","06059",1,0.5,0.1,0.2,0,0.3,0.1,34404.9,55.8,0.4,0.1,0.3,0.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.2,0,"206"
"6533",CRS3035RES1000mN2293000E4110000,"0","06032",457.5,224,27.9,93.1,9,68.9,29,14291989.6,18929,210.1,13.9,43,34.9,81.1,65,0,40,20.5,8,26.5,32.6,27.9,61.1,111.9,68.1,70.9,30,0,"206"
